"assignment","typeid","type","stepid","step","updatedon","conclusion","mark_value","mark_degradation","mark_details","decision","decision_ex","comparison_need_better_known","comparison_l3details","comparison_qualquant"
1269,1,Current,1,Analysis,2022-06-07 17:06:12,null,null,null,null,,,,,
1269,3,Submission,1,Analysis,2022-06-07 17:06:14,null,null,null,null,,,,,
1269,1,Current,2,Comparison,2022-06-07 17:08:24,null,,,,"1",,,null,null
1269,3,Submission,2,Comparison,2022-06-07 17:08:55,null,,,,"1",,,null,null
909,3,Submission,1,Analysis,2022-06-07 17:10:55,null,"2",[7],"[101,201,301]",,,,,
2403,3,Submission,1,Analysis,2022-06-29 00:02:59,null,null,null,null,,,,,
2403,1,Current,2,Comparison,2022-06-29 00:02:59,,,,,,,,,
1270,1,Current,2,Comparison,2022-06-07 17:11:53,,,,,,,,,
909,1,Current,2,Comparison,2022-06-07 17:13:57,null,,,,null,,,"0",null
1270,3,Submission,2,Comparison,2022-06-07 17:14:28,null,,,,"2",,,null,null
1271,1,Current,1,Analysis,2022-06-07 17:16:42,null,null,null,null,,,,,
1271,3,Submission,1,Analysis,2022-06-07 17:16:45,null,null,null,null,,,,,
1271,1,Current,2,Comparison,2022-06-07 17:19:59,null,,,,"1",,,null,null
1271,3,Submission,2,Comparison,2022-06-07 17:20:01,null,,,,"1",,,null,null
1272,1,Current,1,Analysis,2022-06-07 17:23:59,null,null,null,null,,,,,
1272,3,Submission,1,Analysis,2022-06-07 17:24:01,null,null,null,null,,,,,
2403,3,Submission,2,Comparison,2022-06-29 00:04:22,null,,,,"1",,,null,null
1272,1,Current,2,Comparison,2022-06-07 17:26:59,null,,,,"1",,,null,null
1272,3,Submission,2,Comparison,2022-06-07 17:27:02,null,,,,"1",,,null,null
1273,1,Current,1,Analysis,2022-06-07 17:28:07,null,null,null,null,,,,,
1273,3,Submission,1,Analysis,2022-06-07 17:28:12,null,null,null,null,,,,,
1273,1,Current,2,Comparison,2022-06-07 17:31:29,null,,,,"0",,,null,null
1273,3,Submission,2,Comparison,2022-06-07 17:31:31,null,,,,"0",,,null,null
1274,1,Current,1,Analysis,2022-06-07 17:47:45,null,null,null,null,,,,,
1274,3,Submission,1,Analysis,2022-06-07 17:47:49,null,null,null,null,,,,,
1274,1,Current,2,Comparison,2022-06-07 17:51:44,null,,,,"1",,,null,null
1274,3,Submission,2,Comparison,2022-06-07 17:51:48,null,,,,"1",,,null,null
1280,3,Submission,1,Analysis,2022-06-07 20:19:14,null,null,null,null,,,,,
2404,3,Submission,1,Analysis,2022-06-29 00:04:30,null,null,null,null,,,,,
1276,1,Current,1,Analysis,2022-06-07 18:00:49,null,"1","[6,7]","[101,200,302]",,,,,
1276,3,Submission,1,Analysis,2022-06-07 18:00:54,null,"1","[6,7]","[101,200,302]",,,,,
972,3,Submission,1,Analysis,2022-06-07 18:04:34,null,null,null,null,,,,,
985,3,Submission,1,Analysis,2022-06-07 18:07:22,null,null,null,null,,,,,
2404,1,Current,2,Comparison,2022-06-29 00:04:30,,,,,,,,,
985,1,Current,2,Comparison,2022-06-09 17:17:05,null,,,,"2",,,null,null
1277,3,Submission,1,Analysis,2022-06-07 18:26:27,null,"1",null,"[100,201,301]",,,,,
1277,1,Current,2,Comparison,2022-06-07 18:26:27,,,,,,,,,
1277,3,Submission,2,Comparison,2022-06-07 18:30:35,null,,,,"1",,,"0",null
935,1,Current,2,Comparison,2022-06-07 18:32:41,null,,,,"2",,,"1",null
1275,1,Current,1,Analysis,2022-06-07 18:50:32,null,null,null,null,,,,,
1278,1,Current,1,Analysis,2022-06-07 19:17:27,null,null,null,null,,,,,
1276,1,Current,2,Comparison,2022-06-13 12:25:41,null,,,,"0",,,null,null
1275,3,Submission,1,Analysis,2022-06-07 18:50:35,null,null,null,null,,,,,
1275,1,Current,2,Comparison,2022-06-07 19:11:17,null,,,,"2",,,null,null
1275,3,Submission,2,Comparison,2022-06-07 19:11:20,null,,,,"2",,,null,null
1278,3,Submission,2,Comparison,2022-06-07 19:20:34,null,,,,"1",,,null,null
2404,3,Submission,2,Comparison,2022-06-29 00:04:44,null,,,,"1",,,null,null
1279,3,Submission,1,Analysis,2022-06-07 20:13:40,null,null,null,null,,,,,
1279,1,Current,2,Comparison,2022-06-07 20:17:53,null,,,,"0",,,"0",null
1279,3,Submission,2,Comparison,2022-06-07 20:17:57,null,,,,"0",,,"0",null
2412,1,Current,2,Comparison,2022-06-29 03:17:49,,,,,,,,,
1280,1,Current,2,Comparison,2022-06-07 20:21:38,null,,,,"1",,,"0",null
1280,3,Submission,2,Comparison,2022-06-07 20:21:41,null,,,,"1",,,"0",null
1281,3,Submission,1,Analysis,2022-06-07 20:22:47,null,null,null,null,,,,,
1281,1,Current,2,Comparison,2022-06-07 20:24:29,null,,,,"2",,,"0",null
1281,3,Submission,2,Comparison,2022-06-07 20:24:31,null,,,,"2",,,"0",null
1282,3,Submission,1,Analysis,2022-06-07 20:26:04,null,null,null,null,,,,,
1282,1,Current,2,Comparison,2022-06-07 20:27:54,null,,,,"1",,,"0",null
1282,3,Submission,2,Comparison,2022-06-07 20:27:56,null,,,,"1",,,"0",null
1283,1,Current,1,Analysis,2022-06-07 20:30:00,null,null,null,null,,,,,
1283,3,Submission,1,Analysis,2022-06-07 20:30:02,null,null,null,null,,,,,
1283,1,Current,2,Comparison,2022-06-07 20:32:30,null,,,,"1",,,"1",null
1283,3,Submission,2,Comparison,2022-06-07 20:32:33,null,,,,"1",,,"1",null
1284,3,Submission,1,Analysis,2022-06-07 20:33:36,null,null,null,null,,,,,
1284,1,Current,2,Comparison,2022-06-07 20:33:36,,,,,,,,,
1284,3,Submission,2,Comparison,2022-06-07 20:34:35,null,,,,"2",,,"0",null
1285,3,Submission,1,Analysis,2022-06-07 20:35:28,null,null,null,null,,,,,
1287,1,Current,2,Comparison,2022-06-07 20:40:25,null,,,,"1",,,"1",null
1288,3,Submission,1,Analysis,2022-06-07 20:41:40,null,null,null,null,,,,,
1285,1,Current,2,Comparison,2022-06-07 20:37:48,null,,,,"1",,,"1",null
1285,3,Submission,2,Comparison,2022-06-07 20:37:50,null,,,,"1",,,"1",null
1287,3,Submission,1,Analysis,2022-06-07 20:38:52,null,null,null,null,,,,,
1287,3,Submission,2,Comparison,2022-06-07 20:40:27,null,,,,"1",,,"1",null
1295,3,Submission,1,Analysis,2022-06-07 21:17:03,null,null,null,null,,,,,
1288,1,Current,2,Comparison,2022-06-07 20:43:41,null,,,,"2",,,"0",null
1288,3,Submission,2,Comparison,2022-06-07 20:43:43,null,,,,"2",,,"0",null
1290,3,Submission,1,Analysis,2022-06-07 20:45:11,null,null,null,null,,,,,
1286,1,Current,1,Analysis,2022-06-07 21:07:20,null,null,null,null,,,,,
1290,1,Current,2,Comparison,2022-06-07 20:47:04,null,,,,"1",,,"1",null
1290,3,Submission,2,Comparison,2022-06-07 20:47:07,null,,,,"1",,,"1",null
1291,3,Submission,1,Analysis,2022-06-07 20:51:18,null,null,null,null,,,,,
1291,1,Current,2,Comparison,2022-06-07 20:53:06,null,,,,"2",,,"0",null
2412,3,Submission,2,Comparison,2022-06-29 03:19:49,null,,,,"1",,,"1",null
1291,3,Submission,2,Comparison,2022-06-07 20:53:09,null,,,,"2",,,"0",null
1292,3,Submission,1,Analysis,2022-06-07 20:54:07,null,null,null,null,,,,,
1292,1,Current,2,Comparison,2022-06-07 20:55:59,null,,,,"1",,,"0",null
1292,3,Submission,2,Comparison,2022-06-07 20:56:02,null,,,,"1",,,"0",null
1295,1,Current,2,Comparison,2022-06-07 21:17:03,,,,,,,,,
1293,3,Submission,1,Analysis,2022-06-07 20:57:08,null,null,null,null,,,,,
1293,1,Current,2,Comparison,2022-06-07 20:58:36,null,,,,"1",,,"1",null
1293,3,Submission,2,Comparison,2022-06-07 20:58:38,null,,,,"1",,,"1",null
1286,3,Submission,1,Analysis,2022-06-07 21:09:45,null,null,null,null,,,,,
1295,1,Current,1,Analysis,2022-06-07 21:16:08,null,null,null,null,,,,,
2413,3,Submission,1,Analysis,2022-06-29 03:19:57,null,null,null,null,,,,,
2413,1,Current,2,Comparison,2022-06-29 03:19:57,,,,,,,,,
1286,1,Current,2,Comparison,2022-06-07 21:23:09,null,,,,null,,,null,null
1286,3,Submission,2,Comparison,2022-06-07 21:23:59,null,,,,null,,,null,null
1294,3,Submission,1,Analysis,2022-06-07 21:27:56,null,"1","[6,8]","[100,201,301]",,,,,
1295,3,Submission,2,Comparison,2022-06-07 21:29:24,null,,,,"2",,,"0",null
2413,3,Submission,2,Comparison,2022-06-29 03:26:44,null,,,,"1",,,"0",null
1297,1,Current,1,Analysis,2022-06-07 21:35:38,null,null,null,"[101,200,300]",,,,,
1297,3,Submission,1,Analysis,2022-06-07 21:35:40,null,null,null,"[101,200,300]",,,,,
1297,1,Current,2,Comparison,2022-06-07 21:35:40,,,,,,,,,
1296,1,Current,1,Analysis,2022-06-07 21:37:08,"""delta area - unclear orientation\/location""","1","[2,9]","[100,200,301]",,,,,
2414,3,Submission,1,Analysis,2022-06-29 03:26:58,null,null,null,null,,,,,
2414,1,Current,2,Comparison,2022-06-29 03:26:58,,,,,,,,,
1296,3,Submission,1,Analysis,2022-06-07 21:37:41,"""delta area - unclear orientation\/location""","1","[2,9]","[100,200,301]",,,,,
1296,3,Submission,2,Comparison,2022-06-07 21:52:34,"""delta are only available for comparison - pattern force area\nsome level 2 agreement but appears off by a ridge (ie ending ridge on wrong side) \ndifficult to use level 3 detail due to textured latent\/voids present throughout latent. \narea below delta and left side does not appear to be same as exemplar. """,,,,"0",,,"0",null
1297,3,Submission,2,Comparison,2022-06-07 21:45:24,null,,,,"2",,,"0",null
1296,1,Current,2,Comparison,2022-06-07 21:52:29,"""delta are only available for comparison - pattern force area\nsome level 2 agreement but appears off by a ridge (ie ending ridge on wrong side) \ndifficult to use level 3 detail due to textured latent\/voids present throughout latent. \narea below delta and left side does not appear to be same as exemplar. """,,,,"0",,,"0",null
1294,1,Current,2,Comparison,2022-06-07 21:55:11,null,,,,null,,,null,null
1299,3,Submission,1,Analysis,2022-06-07 21:55:29,null,null,[],null,,,,,
1299,1,Current,2,Comparison,2022-06-07 21:55:29,,,,,,,,,
1298,1,Current,1,Analysis,2022-06-07 22:00:12,"""overall pretty clear - heavier development around pores\/extra matrix there\n""","1",[],null,,,,,
1298,3,Submission,1,Analysis,2022-06-07 22:00:17,"""overall pretty clear - heavier development around pores\/extra matrix there\n""","1",[],null,,,,,
1298,1,Current,2,Comparison,2022-06-07 22:03:49,"""some level 2 agreement but more disagreement. Core area not the same. """,,,,"2",,,"0",null
1303,1,Current,2,Comparison,2022-06-07 22:18:45,,,,,,,,,
1299,3,Submission,2,Comparison,2022-06-07 22:01:19,null,,,,"2",,,"0",null
1300,3,Submission,1,Analysis,2022-06-07 22:02:48,null,null,null,null,,,,,
1300,1,Current,2,Comparison,2022-06-07 22:02:48,,,,,,,,,
1298,3,Submission,2,Comparison,2022-06-07 22:03:53,"""some level 2 agreement but more disagreement. Core area not the same. """,,,,"2",,,"0",null
1302,1,Current,1,Analysis,2022-06-07 22:08:42,"""delta area recorded only - orientation\/location unclear""","1",[1],"[100,200,301]",,,,,
1306,3,Submission,1,Analysis,2022-06-07 22:23:11,null,null,null,null,,,,,
1306,1,Current,2,Comparison,2022-06-07 23:20:13,null,,,,"1",,,"0",null
1302,3,Submission,1,Analysis,2022-06-07 22:08:45,"""delta area recorded only - orientation\/location unclear""","1",[1],"[100,200,301]",,,,,
1301,1,Current,1,Analysis,2022-06-07 22:10:58,null,null,null,null,,,,,
1301,3,Submission,1,Analysis,2022-06-07 22:12:27,null,null,null,null,,,,,
1300,3,Submission,2,Comparison,2022-06-07 22:17:16,null,,,,"2",,,"0",null
1303,3,Submission,1,Analysis,2022-06-07 22:18:45,null,null,null,null,,,,,
1294,3,Submission,2,Comparison,2022-06-07 22:23:58,null,,,,"2",,,"0",null
1305,3,Submission,1,Analysis,2022-06-07 22:24:36,null,null,null,null,,,,,
1307,1,Current,1,Analysis,2022-06-07 22:25:59,null,null,null,null,,,,,
1307,3,Submission,1,Analysis,2022-06-07 22:26:08,null,null,null,null,,,,,
1303,3,Submission,2,Comparison,2022-06-07 22:26:13,null,,,,"0",,,"0",null
1313,3,Submission,2,Comparison,2022-06-07 22:52:00,null,,,,"2",,,"0",null
1304,1,Current,1,Analysis,2022-06-07 22:26:16,null,"1",[],"[100,201,301]",,,,,
1304,3,Submission,1,Analysis,2022-06-07 22:26:27,null,"1",[],"[100,201,301]",,,,,
1304,1,Current,2,Comparison,2022-06-07 22:26:27,,,,,,,,,
1308,3,Submission,1,Analysis,2022-06-07 22:27:28,null,null,null,null,,,,,
1308,1,Current,2,Comparison,2022-06-07 22:27:28,,,,,,,,,
1308,3,Submission,2,Comparison,2022-06-07 22:30:43,null,,,,"1",,,"0",null
1320,3,Submission,1,Analysis,2022-06-07 22:52:18,null,null,null,null,,,,,
2414,3,Submission,2,Comparison,2022-06-29 03:29:52,null,,,,"0",,,"0",null
1310,3,Submission,1,Analysis,2022-06-07 22:32:20,null,null,null,null,,,,,
1310,1,Current,2,Comparison,2022-06-07 22:32:20,,,,,,,,,
1309,1,Current,1,Analysis,2022-06-07 22:32:45,null,null,null,null,,,,,
1309,3,Submission,1,Analysis,2022-06-07 22:32:50,null,null,null,null,,,,,
1310,3,Submission,2,Comparison,2022-06-07 22:34:13,null,,,,"1",,,"0",null
2415,3,Submission,1,Analysis,2022-06-29 03:30:04,null,null,null,null,,,,,
2415,1,Current,2,Comparison,2022-06-29 03:30:04,,,,,,,,,
1309,1,Current,2,Comparison,2022-06-07 22:35:52,null,,,,"2",,,"0",null
1311,3,Submission,1,Analysis,2022-06-07 22:36:00,null,null,null,null,,,,,
1311,1,Current,2,Comparison,2022-06-07 22:36:00,,,,,,,,,
1309,3,Submission,2,Comparison,2022-06-07 22:36:01,null,,,,"2",,,"0",null
1302,1,Current,2,Comparison,2022-06-07 22:37:47,"""compared delta area in all orientations - level 2 disagreement""",,,,"2",,,"0",null
2415,3,Submission,2,Comparison,2022-06-29 03:34:11,null,,,,"1",,,"1",null
1302,3,Submission,2,Comparison,2022-06-07 22:37:50,"""compared delta area in all orientations - level 2 disagreement""",,,,"2",,,"0",null
1312,1,Current,1,Analysis,2022-06-07 22:37:57,null,null,null,null,,,,,
1311,3,Submission,2,Comparison,2022-06-07 22:38:01,null,,,,"2",,,"0",null
1312,3,Submission,1,Analysis,2022-06-07 22:38:01,null,null,null,null,,,,,
2416,3,Submission,1,Analysis,2022-06-29 03:34:22,null,null,null,null,,,,,
2416,1,Current,2,Comparison,2022-06-29 03:34:22,,,,,,,,,
1315,3,Submission,1,Analysis,2022-06-07 22:39:44,null,null,null,null,,,,,
1315,1,Current,2,Comparison,2022-06-07 22:39:44,,,,,,,,,
1314,1,Current,1,Analysis,2022-06-07 22:41:04,"""appears to be area above core based on curving ridge flow - exact area\/orientation unclear\narea of poor contrast\nsome incipients visible""","1",[1],"[100,200,301]",,,,,
1314,3,Submission,1,Analysis,2022-06-07 22:41:09,"""appears to be area above core based on curving ridge flow - exact area\/orientation unclear\narea of poor contrast\nsome incipients visible""","1",[1],"[100,200,301]",,,,,
1313,3,Submission,1,Analysis,2022-06-07 22:41:55,null,null,null,null,,,,,
1304,3,Submission,2,Comparison,2022-06-07 22:42:17,"""I initially was comparing well above the core area. After noting dissimilarity between the unknown and the known I changed my target group. I found similar correspondence in the known. The spatial arrangement is not the same, although the ridge characteristics are very similar. I have found enough to satisfy me that the unknown came from a different source. I do believe this is a close non-match.""",,,,"0",,,"1",null
1315,3,Submission,2,Comparison,2022-06-07 22:43:36,null,,,,"1",,,"0",null
1314,1,Current,2,Comparison,2022-06-07 22:45:59,"""level 2 agreement as well as incipients\/small dots""",,,,"1",,,"1",null
1313,1,Current,2,Comparison,2022-06-07 22:51:53,null,,,,"2",,,"0",null
1316,3,Submission,1,Analysis,2022-06-07 22:44:52,null,null,null,null,,,,,
1316,1,Current,2,Comparison,2022-06-07 22:44:52,,,,,,,,,
1314,3,Submission,2,Comparison,2022-06-07 22:46:06,"""level 2 agreement as well as incipients\/small dots""",,,,"1",,,"1",null
1312,1,Current,2,Comparison,2022-06-07 22:47:05,null,,,,"2",,,"0",null
1312,3,Submission,2,Comparison,2022-06-07 22:47:08,null,,,,"2",,,"0",null
1316,3,Submission,2,Comparison,2022-06-07 22:49:30,null,,,,"1",,,"0",null
1320,3,Submission,2,Comparison,2022-06-07 22:54:40,null,,,,"1",,,"0",null
1318,1,Current,1,Analysis,2022-06-07 22:49:48,null,null,null,null,,,,,
1318,3,Submission,1,Analysis,2022-06-07 22:49:53,null,null,null,null,,,,,
1319,3,Submission,1,Analysis,2022-06-07 22:50:14,null,null,null,null,,,,,
1319,1,Current,2,Comparison,2022-06-07 22:50:14,,,,,,,,,
1318,1,Current,2,Comparison,2022-06-07 22:53:00,null,,,,"1",,,"1",null
1318,3,Submission,2,Comparison,2022-06-07 22:53:05,null,,,,"1",,,"1",null
1320,1,Current,2,Comparison,2022-06-07 22:54:37,null,,,,"1",,,"0",null
1319,3,Submission,2,Comparison,2022-06-07 22:57:19,null,,,,"2",,,"0",null
1324,3,Submission,2,Comparison,2022-06-07 23:00:48,null,,,,"2",,,"0",null
1331,3,Submission,1,Analysis,2022-06-07 23:01:09,null,null,null,null,,,,,
1248,3,Submission,2,Comparison,2022-06-07 23:03:42,"""Based on SWGFAST quality table and sufficiency graph I would probably rate the unknown not suitable for comparison.\nThe unknown has a distinct ridge appearance, somewhat due to level three detail, but its useless when the known is so distorted.""",,,,"2",,,"0",null
1330,3,Submission,1,Analysis,2022-06-07 23:04:06,null,null,null,null,,,,,
1330,1,Current,2,Comparison,2022-06-07 23:04:06,,,,,,,,,
1332,1,Current,1,Analysis,2022-06-07 23:09:17,null,null,null,null,,,,,
1331,1,Current,2,Comparison,2022-06-07 23:10:34,null,,,,"1",,,"0",null
1331,3,Submission,2,Comparison,2022-06-07 23:10:37,null,,,,"1",,,"0",null
1330,3,Submission,2,Comparison,2022-06-07 23:10:49,null,,,,"1",,,"0",null
1361,1,Current,2,Comparison,2022-06-08 13:11:58,,,,,,,,,
2416,3,Submission,2,Comparison,2022-06-29 03:36:39,null,,,,"1",,,"1",null
1332,1,Current,2,Comparison,2022-06-07 23:12:54,,,,,,,,,
1306,3,Submission,2,Comparison,2022-06-07 23:20:17,null,,,,"1",,,"0",null
1333,3,Submission,1,Analysis,2022-06-07 23:20:35,null,null,null,null,,,,,
1334,1,Current,1,Analysis,2022-06-07 23:25:49,null,null,null,null,,,,,
1334,3,Submission,1,Analysis,2022-06-07 23:25:54,null,null,null,null,,,,,
1333,1,Current,2,Comparison,2022-06-07 23:27:56,null,,,,"1",,,"1",null
1333,3,Submission,2,Comparison,2022-06-07 23:27:59,null,,,,"1",,,"1",null
1335,3,Submission,1,Analysis,2022-06-07 23:28:21,null,null,null,null,,,,,
1335,1,Current,2,Comparison,2022-06-07 23:34:09,null,,,,"1",,,"1",null
1361,3,Submission,2,Comparison,2022-06-08 13:22:06,"""same ridge flow and characteristics in same relative positions with same intervening ridge count\ncreases present in both impressions\nthird level detail used - some very unusual shaped ridges present in both images """,,,,"1",,,"1",null
2417,3,Submission,1,Analysis,2022-06-29 03:36:47,null,null,null,null,,,,,
2417,1,Current,2,Comparison,2022-06-29 03:40:28,null,,,,null,,,null,null
1334,1,Current,2,Comparison,2022-06-07 23:29:15,null,,,,"2",,,null,null
1334,3,Submission,2,Comparison,2022-06-07 23:29:18,null,,,,"2",,,null,null
1336,1,Current,1,Analysis,2022-06-07 23:30:44,null,null,null,null,,,,,
1336,3,Submission,1,Analysis,2022-06-07 23:30:47,null,null,null,null,,,,,
1363,3,Submission,1,Analysis,2022-06-08 13:22:26,null,null,null,null,,,,,
1363,1,Current,2,Comparison,2022-06-08 13:22:26,,,,,,,,,
1336,1,Current,2,Comparison,2022-06-07 23:32:57,null,,,,"2",,,null,null
1336,3,Submission,2,Comparison,2022-06-07 23:33:00,null,,,,"2",,,null,null
1335,3,Submission,2,Comparison,2022-06-07 23:34:12,null,,,,"1",,,"1",null
1337,1,Current,1,Analysis,2022-06-07 23:34:34,null,null,null,null,,,,,
1337,3,Submission,1,Analysis,2022-06-07 23:34:36,null,null,null,null,,,,,
1337,1,Current,2,Comparison,2022-06-07 23:36:08,null,,,,"2",,,null,null
1337,3,Submission,2,Comparison,2022-06-07 23:36:11,null,,,,"2",,,null,null
1332,3,Submission,2,Comparison,2022-06-07 23:36:21,null,,,,"2",,,"1",null
1338,1,Current,1,Analysis,2022-06-07 23:37:37,null,null,null,null,,,,,
1338,3,Submission,1,Analysis,2022-06-07 23:37:39,null,null,null,null,,,,,
1339,1,Current,1,Analysis,2022-06-07 23:40:04,null,null,null,null,,,,,
1338,1,Current,2,Comparison,2022-06-07 23:45:30,null,,,,"1",,,null,null
1339,3,Submission,1,Analysis,2022-06-07 23:40:09,null,null,null,null,,,,,
1339,1,Current,2,Comparison,2022-06-07 23:40:09,,,,,,,,,
1338,3,Submission,2,Comparison,2022-06-07 23:45:32,null,,,,"1",,,null,null
1340,1,Current,1,Analysis,2022-06-07 23:48:00,null,null,null,null,,,,,
1340,3,Submission,1,Analysis,2022-06-07 23:48:02,null,null,null,null,,,,,
1339,3,Submission,2,Comparison,2022-06-07 23:53:29,null,,,,"2",,,"1",null
1340,1,Current,2,Comparison,2022-06-08 00:02:45,null,,,,"1",,,null,null
1340,3,Submission,2,Comparison,2022-06-08 00:02:47,null,,,,"1",,,null,null
